title,url,content
Unknown Title,https://www.accesstoinsight.org/tipitaka/an/an05/an05.041.than.html,"Then Anathapindika the householder went to the Blessed One and, on arrival, having bowed down to him, sat to one side. As he was sitting there the Blessed One said to him: ""There are these five benefits that can be obtained from wealth. Which five?
""There is the case where the disciple of the noble ones — using the wealth earned through his efforts & enterprise, amassed through the strength of his arm, and piled up through the sweat of his brow, righteous wealth righteously gained — provides himself with pleasure & satisfaction, and maintains that pleasure rightly. He provides his mother & father with pleasure & satisfaction, and maintains that pleasure rightly. He provides his children, his wife, his slaves, servants, & assistants with pleasure & satisfaction, and maintains that pleasure rightly. This is the first benefit that can be obtained from wealth.
""Furthermore, the disciple of the noble ones — using the wealth earned through his efforts & enterprise, amassed through the strength of his arm, and piled up through the sweat of his brow, righteous wealth righteously gained — provides his friends & associates with pleasure & satisfaction, and maintains that pleasure rightly. This is the second benefit that can be obtained from wealth.
""Furthermore, the disciple of the noble ones — using the wealth earned through his efforts & enterprise, amassed through the strength of his arm, and piled up through the sweat of his brow, righteous wealth righteously gained — wards off calamities coming from fire, flood, kings, thieves, or hateful heirs, and keeps himself safe. This is the third benefit that can be obtained from wealth.
""Furthermore, the disciple of the noble ones — using the wealth earned through his efforts & enterprise, amassed through the strength of his arm, and piled up through the sweat of his brow, righteous wealth righteously gained — performs the five oblations: to relatives, guests, the dead, kings, & devas. This is the fourth benefit that can be obtained from wealth.
""Furthermore, the disciple of the noble ones — using the wealth earned through his efforts & enterprise, amassed through the strength of his arm, and piled up through the sweat of his brow, righteous wealth righteously gained — institutes offerings of supreme aim, heavenly, resulting in happiness, leading to heaven, given to brahmans & contemplatives who abstain from intoxication & heedlessness, who endure all things with patience & humility, each taming himself, each restraining himself, each taking himself to Unbinding. This is the fifth benefit that can be obtained from wealth.
""If it so happens that, when a disciple of the noble ones obtains these five benefits from wealth, his wealth goes to depletion, the thought occurs to him, 'Even though my wealth has gone to depletion, I have obtained the five benefits that can be obtained from wealth,' and he feels no remorse. If it so happens that, when a disciple of the noble ones obtains these five benefits from wealth, his wealth increases, the thought occurs to him, 'I have obtained the five benefits that can be obtained from wealth, and my wealth has increased,' and he feels no remorse. So he feels no remorse in either case.""
See also:
AN 5.148."
Notes,https://www.accesstoinsight.org/tipitaka/sn/sn45/sn45.159.wlsh.html,"""Suppose, monks, there is a guest-house. Travelers come from the east, the west, the north, the south to lodge here: nobles and Brahmans, merchants and serfs.[1] In the same way, monks, a monk who cultivates the Noble Eightfold Path, who assiduously practices the Noble Eightfold Path, comprehends with higher knowledge those states that are to be so comprehended, abandons with higher knowledge those states that are to be so abandoned, comes to experience with higher knowledge those states that are to be so experienced, and cultivates with higher knowledge those states that are to be so cultivated.
""What, monks, are the states to be comprehended with higher knowledge?[2]
""They are the five groups of clinging. Which five? The body-group, the feeling-group, the perception-group, the mental-formation group, the consciousness-group...
""What, monks, are the states to be abandoned with higher knowledge?
""They are ignorance and the desire for [further] becoming.
""And what, monks, are the states to be experienced with higher knowledge?
""They are knowledge and liberation.
""And what, monk, are the states to be cultivated with higher knowledge?
""They are calm and insight.[3]
""And how does a monk who cultivates the Noble Eightfold Path, who assiduously practices the Noble Eightfold Path, comprehend... abandon... come to experience... cultivate with higher knowledge those states that are to be so comprehended, abandoned, experienced, cultivated?
""In this, monks, a monk cultivates Right View... Right Concentration that is based on detachment, dispassion, leading to maturity of surrender.[4] In this way he comprehends... abandons... comes to experience... cultivates with higher knowledge those states that are to be so comprehended, abandoned, experienced, cultivated.""
See also: SN 36.14."
Notes,https://www.accesstoinsight.org/tipitaka/sn/sn36/sn36.014.nypo.html,"""In a guest house, O monks, people from the east may take lodgings, or people from the west, north or south. People from the warrior caste may come and take lodgings there, and also Brahmans, middle class people and menials.
""Similarly, O monks, there arise in this body various kinds of feelings; there arise pleasant feelings, painful feelings and neutral feelings; worldly feelings that are pleasant, painful or neutral, and unworldly[1] feelings that are pleasant, painful and neutral."""
Unknown Title,https://www.accesstoinsight.org/tipitaka/an/an04/an04.019.than.html,"""There are these four ways of going off course. Which four? One goes off course through desire. One goes off course through aversion. One goes off course through delusion. One goes off course through fear. These are the four ways of going off course.""
""There are these four ways of not going off course. Which four? One does not go off course through desire. One does not go off course through aversion. One does not go off course through delusion. One does not go off course through fear. These are the four ways of not going off course."""
Notes,https://www.accesstoinsight.org/tipitaka/sn/sn46/sn46.053.wlsh.html,"""At such times, monks, as the mind is sluggish, that is the wrong time to cultivate the enlightenment-factor[1] of tranquillity, the enlightenment-factor of concentration, the enlightenment-factor of equanimity. What is the reason? A sluggish mind is hard to arouse by these factors.
""Suppose a man wants to make a small fire blaze. If he heaps wet grass, wet cow-dung and wet sticks on it, if he exposes it to wind and rain and sprinkles it with dust, can he make that small fire blaze?""
""No indeed, Lord.""
""Just so, when the mind is sluggish it is the wrong time to cultivate the enlightenment-factors of tranquillity, concentration and equanimity, because a sluggish mind is hard to arouse through these factors.
""But, monks, when the mind is sluggish, that is the right time to cultivate the enlightenment-factor of investigation-of-states, the enlightenment-factor of energy, the enlightenment-factor of rapture.[2] What is the reason? A sluggish mind is easy to arouse by these factors.
""Suppose a man wants to make a small fire blaze. If he heaps dry grass, dry cow-dung and dry sticks on it, blows on it with his mouth, and does not sprinkle it with dust, can he make that fire blaze?""
""Yes indeed, Lord.""
""... a sluggish mind is easy to arouse through these factors.
""Monks, when the mind is agitated,[3] that is the wrong time to cultivate the enlightenment-factors of investigation-of-states, of energy, of rapture. Why? An agitated mind is hard to calm through these factors.
""Suppose a man wants to put a big fire out. If he heaps dry cow-dung and dry sticks on it, blow on it with his mouth, and does not sprinkle it with dust, can he put that fire out?""
""No indeed, Lord.""
""... an agitated mind is not easy to calm through these factors.
""When the mind is agitated, that is the right time to cultivate the enlightenment-factors of tranquillity, concentration, equanimity. Why? Because an agitated mind is easy to calm[4] through these factors.
""Suppose a man wants to put out a big fire. If he heaps wet grass, wet cow-dung, wet sticks on it and if he exposes it to wind and rain, if he sprinkles it with dust, can he put that big fire out?""
""Yes indeed, Lord.""
""Just so, monks, when the mind is agitated, that is the right time to cultivate the enlightenment-factors of tranquillity, concentration, equanimity. An agitated mind is easy to calm through these factors.
""But as for mindfulness, monks, I declare that it is always useful."""
Unknown Title,https://www.accesstoinsight.org/tipitaka/sn/sn46/sn46.053.than.html,"On one occasion the Blessed One was staying near Savatthi in Jeta's Grove, Anathapindika's monastery. Then, early in the morning, a large number of monks adjusted their under robes and — carrying their bowls & robes — went into Savatthi for alms. Then the thought occurred to them, ""It's still too early to go for alms in Savatthi. Why don't we go to the park of the wanderers of other sects?""
So the monks went to the park of the wanderers of other sects. On arrival, they exchanged courteous greetings with the wanderers of other sects. After an exchange of friendly greetings & courtesies, they sat to one side.
As they were sitting there, the wanderers of other sects said to them, ""Friends, Gotama the contemplative teaches the Dhamma to his disciples in this way: 'Come, monks — abandoning the five hindrances, the corruptions of awareness that weaken discernment — develop the seven factors for awakening as they have come to be.'
""Now, friends, we too teach our disciples in this way: 'Come, you friends,  — abandoning the five hindrances, the corruptions of awareness that weaken discernment —  develop the seven factors for awakening as they have come to be.'
""So, friends, what difference, what distinction, what distinguishing factor is there here between Gotama the contemplative and us, when comparing Dhamma teaching with Dhamma teaching, instruction with instruction?""
Then the monks neither delighted in the words of the wanderers of other sects, nor did they reject them. Without delighting or rejecting, they got up from their seats and left, (thinking,) ""We will learn the meaning of these words in the presence of the Blessed One.""
So, having gone for alms in Savatthi, after the meal, returning from their alms round, the monks went to the Blessed One and, on arrival, having bowed down to him, sat to one side. As they were sitting there they [told him what had happened.]
""Monks, when wanderers of other sects speak in that way, they should be addressed in this way: 'Friends, on any occasion when the mind is sluggish, which of the factors of awakening is that the wrong time to develop? Which of the factors of awakening is that the right time to develop? And on any occasion when the mind is restless, which of the factors of awakening is that the wrong time to develop? Which of the factors of awakening is that the right time to develop?'
""Being asked in this way, the wanderers of other sects will be unable to respond and, on top of that, will fall into vexation. Why is that? Because it lies beyond their range. Monks, I don't see anyone in this cosmos — with its devas, Maras, and Brahmas, with its people with their contemplatives & brahmans, their royalty & commonfolk — who would satisfy the mind with their answer to these questions, aside from the Tathagata, a disciple of the Tathagata, or one who had heard it from them.
""Now, monks, on any occasion when the mind is sluggish, that is the wrong time to develop calm as a factor for awakening, concentration as a factor for awakening, equanimity as a factor for awakening. Why is that? The sluggish mind is hard to raise up by those mental qualities. Just as if a man, wanting to make a small fire blaze up, were to place wet grass in it, wet cow dung, & wet sticks; were to give it a spray of water and smother it with dust. Is it possible that he would make the small fire blaze up?""
""No, lord.""
""In the same way, monks, on any occasion the mind is sluggish, that is the wrong time to develop calm as a factor for awakening, concentration as a factor for awakening, equanimity as a factor for awakening. Why is that? The sluggish mind is hard to raise up by those mental qualities.
""Now, on any occasion when the mind is sluggish, that is the right time to develop analysis of qualities as a factor for awakening, persistence as a factor for awakening, rapture as a factor for awakening. Why is that? The sluggish mind is easy to raise up by those mental qualities. Just as if a man, wanting to make a small fire blaze up, were to place dry grass in it, dry cow dung, & dry sticks; were to blow on it with his mouth and not smother it with dust. Is it possible that he would make the small fire blaze up?
""Yes, lord.
""In the same way, monks, on any occasion when the mind is sluggish, that is the right time to develop analysis of qualities as a factor for awakening, persistence as a factor for awakening, rapture as a factor for awakening. Why is that? The sluggish mind is easy to raise up by those mental qualities.
""Now, on any occasion when the mind is restless, that is the wrong time to develop analysis of qualities as a factor for awakening, persistence as a factor for awakening, rapture as a factor for awakening. Why is that? The restless mind is hard to still with those mental qualities. Just as if a man, wanting to put out a large fire, were to place dry grass in it, dry cow dung, & dry sticks; were to blow on it with his mouth and not smother it with dust. Is it possible that he would put it out?""
""No, lord.""
""In the same way, monks, on any occasion when the mind is restless, that is the wrong time to develop analysis of qualities as a factor for awakening, persistence as a factor for awakening, rapture as a factor for awakening. Why is that? The restless mind is hard to still with those mental qualities.
""Now, on occasions when the mind is restless, that is the right time to develop calm as a factor for awakening, concentration as a factor for awakening, equanimity as a factor for awakening. Why is that? The restless mind is easy to still with those mental qualities. Just as if a man, wanting to put out a large fire, were to place wet grass in it, wet cow dung, & wet sticks; were to give it a spray of water and smother it with dust. Is it possible that he would put it out?""
""Yes, lord.""
""In the same way, monks, when the mind is restless, that is the right time to develop calm as a factor for awakening, concentration as a factor for awakening, equanimity as a factor for awakening. Why is that? The restless mind is easy to still with those mental qualities.
""As for mindfulness, I tell you, that serves every purpose."""
Unknown Title,https://www.accesstoinsight.org/tipitaka/an/an07/an07.068.yaho.html,"Translators' note: In this sutta, from the Anguttara Nikaya's Book of the Sevens, the Buddha compares seven pairs of situations a monk might hypothetically face and asks the monks to choose which of each pair is the better. While listening to the Buddha's explanations of the correct choice in each case, sixty monks become enlightened — another instance of enlightenment directly from hearing a talk by the Buddha.
Thus have I heard. Once the Blessed One was wandering among the Kosala people together with a large company of monks. Entering a major path, the Blessed One saw in a certain spot a great mass of fire, burning, blazing, glowing. After seeing it and stepping down from the path he sat on the appointed seat at the root of a tree. After sitting down the Blessed One said to the monks: ""Do you see, monks, that great mass of fire, burning, blazing, glowing?"" — "" Yes, venerable Sir.""
[1] ""What do you think, monks? Which would in fact be the better? Embracing that great mass of fire, burning, blazing, glowing, and sitting or lying down close to it? Or, embracing a kshatriya or brahman or householder woman with young and tender hands and feet, and sitting or lying down close to her?"" — ""This, venerable Sir, would surely be the better: Embracing a kshatriya or brahman or householder woman with young and tender hands and feet, and sitting or lying down close to her. For it would be painful, venerable Sir, to embrace that great, burning, blazing, glowing mass of fire, and sit or lie down close to it.""
""Let me tell you, monks, let me explain to you, monks, that this would surely be the better for one who is of poor conduct, an evil-minded one, a filthy doer of complete wickedness who acts in an underhand manner, who pretends to be a recluse yet is not a recluse, who pretends to lead the holy life yet does not lead the holy life, an inwardly-putrid, impure-natured one: Embracing that great mass of fire, burning, blazing, glowing, and sitting or lying down close to it. What is the reason for this? Because on account of that, monks, he would go to death, or to a pain like that of death, but he would not, on account of that, on the break-up of the body after death be reborn into a place of woe, a realm of misery, a place of suffering, a purgatory.""
""But, monks, if one who is of poor conduct, an evil-minded one, a filthy doer of complete wickedness who acts in an underhand manner, who pretends to be a recluse yet is not a recluse, who pretends to lead the holy life yet does not lead the holy life, an inwardly-putrid, impure-natured one, were to embrace a kshatriya or brahman or householder woman with young and tender hands and feet, and sit or lie down close to her — for him, monks, there would be a long period of harm and suffering, and on the break-up of the body after death he would be reborn into a place of woe, a realm of misery, a place of suffering, a purgatory.""
[2] ""What do you think, monks? Which would in fact be the better? If a strong man, having twisted a firm horse-hair rope around both calves, were to rub, so that the rope cut the skin, and having cut the skin it cut the under-skin, and having cut the under-skin it cut the flesh, and having cut the flesh it cut the sinew, and having cut the sinew it cut the bone, and having cut the bone it left the marrow exposed? Or, to derive enjoyment from the homage of rich kshatriyas, or rich brahmans, or rich householders?"" — ""This, venerable Sir, is surely the better: To derive enjoyment from the homage of rich kshatriyas, or rich brahmans, or rich householders. For it would be painful, venerable Sir, if a strong man, having twisted a firm hair-rope around both calves, were to rub, so that the rope cut the skin and so on until it left the marrow exposed.""
""Let me tell you, monks, let me explain to you, monks, that this would surely be the better for one who is of poor conduct, an impure-natured one: If a strong man, having twisted a firm horse-hair rope around both calves, were to rub, so that the rope cut the skin and so on until it left the marrow exposed. What is the reason for this? Because on account of that, monks, he would go to death, or to a pain like that of death, but on account of that he would not, on the break-up of the body after death, be reborn into a place of woe, a realm of misery, a place of suffering, a purgatory.""
""But, monks, if one who is of poor conduct, an evil-minded one, a filthy doer of complete wickedness, an impure-natured one, were to derive enjoyment from the homage of rich kshatriyas, or rich brahmans, or rich householders — for him, monks, there would be a long period of harm and suffering, and on the break-up of the body after death he would be reborn into a place of woe, a realm of misery, a place of suffering, a purgatory.""
[3] ""What do you think, monks? Which would in fact be the better? If a strong man were to strike the nether-quarters with a sharp, oil-cleaned sword? Or, to derive enjoyment when rich kshatriyas, brahmans, or householders press the palms together in prayer?""
""Let me tell you, monks, let me explain to you, that this would surely be the better for one who is of poor conduct, an impure-natured one: If a strong man were to strike the nether-quarters with a sharp, oil-cleaned sword.""
[4] ""What do you think, monks? Which would in fact be the better? If a strong man were to wrap the body with a red-hot sheet of iron, burning, blazing, glowing? Or, to derive enjoyment from the robes given in faith by rich kshatriyas, brahmans, or householders?""
""Let me tell you, monks, let me explain to you, that this would surely be the better for one who is of poor conduct, an impure-natured one: If a strong man were to wrap the body with a red-hot sheet of iron.""
[5] ""What do you think, monks? Which would in fact be the better? If a strong man, having opened the mouth with a red-hot iron spike, were to hurl into the mouth a red-hot iron ball, burning, blazing, glowing, so that one's lips would burn, then the mouth would burn, then the tongue would burn, then the throat would burn, then the chest would burn, and when it was received by the lower intestine, it would be expelled from the lower part of the body? Or, to derive enjoyment from the food received on alms-round and given in faith by rich kshatriyas, brahmans, or householders?""
""Let me tell you, monks, let me explain to you, that this would surely be the better for one who is of poor conduct, an impure-natured one: If a strong man, having opened the mouth with a red-hot iron spike were to hurl into the mouth a red-hot iron ball.""
[6] ""What do you think, monks? Which would in fact be the better? If a strong man, having gripped the head or shoulder, were to force one sit or lie on a red-hot iron bed or chair? Or, to derive enjoyment from a chair given in faith by rich kshatriyas, or brahmans, or householders?""
""Let me tell you, monks, let me explain to you, that this would surely be the better for one who is of poor conduct, an impure-natured one: If a strong man, having gripped the head or shoulder, were to force one sit or lie on a red-hot iron bed or chair.""
[7] ""What do you think, monks? Which would in fact be the better? If a strong man, having gripped one, heels up, head down, were to force one down into a red-hot iron cauldron, burning, blazing, glowing, and where there is boiling scum on top, he were to go once up, once down, and then once sideways? Or, to derive enjoyment from an abode given in faith by rich kshatriyas, or brahmans, or householders?""
""Let me tell you, monks, let me explain to you, that this would surely be the better for one who is of poor conduct, an impure-natured one: If a strong man, having gripped one, heels up, head down, were to force one down into a red-hot iron cauldron.""
""Because of what I have said here, monks, you should train yourselves such that the gifts of those whose  requisites we use — the robes, alms-bowl, chair, bed, and medicine as a support when sick — will have great fruits, great merits [for the people who give them], and our going forth will not be in vain, will be fruitful, will have a result. Thus should you train yourselves, thoroughly seeing that for your own benefit, monks, it is right to strive with heedfulness; thoroughly seeing that for the benefit of others, monks, it is right to strive with heedfulness; and thoroughly seeing that for the benefit of both, monks, it is right to strive with heedfulness.""
Thus spoke the Blessed One. And while this explanation was being delivered, hot blood rose out of the mouths of sixty monks; another sixty monks abandoned the training and returned to the lower life, saying, ""It is too difficult to do, Blessed One, it is too difficult to do""; while the minds of another sixty monks abandoned clinging and were liberated from the aasava-s."
Unknown Title,https://www.accesstoinsight.org/tipitaka/mn/mn.072.than.html,"I have heard that on one occasion the Blessed One was staying in Savatthi, at Jeta's Grove, Anathapindika's monastery. Then the wanderer Vacchagotta went to the Blessed One and, on arrival, exchanged courteous greetings with him. After an exchange of friendly greetings & courtesies, he sat to one side. As he was sitting there he asked the Blessed One: ""How is it, Master Gotama, does Master Gotama hold the view: 'The cosmos is eternal: only this is true, anything otherwise is worthless'?""
""...no...""
""Then does Master Gotama hold the view: 'The cosmos is not eternal: only this is true, anything otherwise is worthless'?""
""...no...""
""Then does Master Gotama hold the view: 'The cosmos is finite: only this is true, anything otherwise is worthless'?""
""...no...""
""Then does Master Gotama hold the view: 'The cosmos is infinite: only this is true, anything otherwise is worthless'?""
""...no...""
""Then does Master Gotama hold the view: 'The soul & the body are the same: only this is true, anything otherwise is worthless'?""
""...no...""
""Then does Master Gotama hold the view: 'The soul is one thing and the body another: only this is true, anything otherwise is worthless'?""
""...no...""
""Then does Master Gotama hold the view: 'After death a Tathagata exists: only this is true, anything otherwise is worthless'?""
""...no...""
""Then does Master Gotama hold the view: 'After death a Tathagata does not exist: only this is true, anything otherwise is worthless'?""
""...no...""
""Then does Master Gotama hold the view: 'After death a Tathagata both exists & does not exist: only this is true, anything otherwise is worthless'?""
""...no...""
""Then does Master Gotama hold the view: 'After death a Tathagata neither exists nor does not exist: only this is true, anything otherwise is worthless'?""
""...no...""
""How is it, Master Gotama, when Master Gotama is asked if he holds the view 'the cosmos is eternal...'... 'after death a Tathagata neither exists nor does not exist: only this is true, anything otherwise is worthless,' he says '...no...' in each case. Seeing what drawback, then, is Master Gotama thus entirely dissociated from each of these ten positions?""
""Vaccha, the position that 'the cosmos is eternal' is a thicket of views, a wilderness of views, a contortion of views, a writhing of views, a fetter of views. It is accompanied by suffering, distress, despair, & fever, and it does not lead to disenchantment, dispassion, cessation; to calm, direct knowledge, full Awakening, Unbinding.
""The position that 'the cosmos is not eternal'...
""...'the cosmos is finite'...
""...'the cosmos is infinite'...
""...'the soul & the body are the same'...
""...'the soul is one thing and the body another'...
""...'after death a Tathagata exists'...
""...'after death a Tathagata does not exist'...
""...'after death a Tathagata both exists & does not exist'...
""...'after death a Tathagata neither exists nor does not exist'... does not lead to disenchantment, dispassion, cessation; to calm, direct knowledge, full Awakening, Unbinding.""
""Does Master Gotama have any position at all?""
""A 'position,' Vaccha, is something that a Tathagata has done away with. What a Tathagata sees is this: 'Such is form, such its origination, such its disappearance; such is feeling, such its origination, such its disappearance; such is perception...such are fabrications...such is consciousness, such its origination, such its disappearance.' Because of this, I say, a Tathagata — with the ending, fading away, cessation, renunciation, & relinquishment of all construings, all excogitations, all I-making & mine-making & obsessions with conceit — is, through lack of clinging/sustenance, released.""
""But, Master Gotama, the monk whose mind is thus released: Where does he reappear?""
""'Reappear,' Vaccha, doesn't apply.""
""In that case, Master Gotama, he does not reappear.""
""'Does not reappear,' Vaccha, doesn't apply.""
""...both does & does not reappear.""
""...doesn't apply.""
""...neither does nor does not reappear.""
""...doesn't apply.""
""How is it, Master Gotama, when Master Gotama is asked if the monk reappears... does not reappear... both does & does not reappear... neither does nor does not reappear, he says, '...doesn't apply' in each case. At this point, Master Gotama, I am befuddled; at this point, confused. The modicum of clarity coming to me from your earlier conversation is now obscured.""
""Of course you're befuddled, Vaccha. Of course you're confused. Deep, Vaccha, is this phenomenon, hard to see, hard to realize, tranquil, refined, beyond the scope of conjecture, subtle, to-be-experienced by the wise. For those with other views, other practices, other satisfactions, other aims, other teachers, it is difficult to know. That being the case, I will now put some questions to you. Answer as you see fit. What do you think, Vaccha: If a fire were burning in front of you, would you know that, 'This fire is burning in front of me'?""
""...yes...""
""And suppose someone were to ask you, Vaccha, 'This fire burning in front of you, dependent on what is it burning?' Thus asked, how would you reply?""
""...I would reply, 'This fire burning in front of me is burning dependent on grass & timber as its sustenance.'""
""If the fire burning in front of you were to go out, would you know that, 'This fire burning in front of me has gone out'?""
""...yes...""
""And suppose someone were to ask you, 'This fire that has gone out in front of you, in which direction from here has it gone? East? West? North? Or south?' Thus asked, how would you reply?""
""That doesn't apply, Master Gotama. Any fire burning dependent on a sustenance of grass and timber, being unnourished — from having consumed that sustenance and not being offered any other — is classified simply as 'out' (unbound).""
""Even so, Vaccha, any physical form by which one describing the Tathagata would describe him: That the Tathagata has abandoned, its root destroyed, made like a palmyra stump, deprived of the conditions of development, not destined for future arising. Freed from the classification of form, Vaccha, the Tathagata is deep, boundless, hard to fathom, like the sea. 'Reappears' doesn't apply. 'Does not reappear' doesn't apply. 'Both does & does not reappear' doesn't apply. 'Neither reappears nor does not reappear' doesn't apply.
""Any feeling... Any perception... Any fabrication...
""Any consciousness by which one describing the Tathagata would describe him: That the Tathagata has abandoned, its root destroyed, made like a palmyra stump, deprived of the conditions of development, not destined for future arising. Freed from the classification of consciousness, Vaccha, the Tathagata is deep, boundless, hard to fathom, like the sea. 'Reappears' doesn't apply. 'Does not reappear' doesn't apply. 'Both does & does not reappear' doesn't apply. 'Neither reappears nor does not reappear' doesn't apply.""
When this was said, the wanderer Vacchagotta said to the Blessed One: ""Master Gotama, it is as if there were a great sala tree not far from a village or town: From inconstancy, its branches and leaves would wear away, its bark would wear away, its sapwood would wear away, so that on a later occasion — divested of branches, leaves, bark, & sapwood — it would stand as pure heartwood. In the same way, Master Gotama's words are divested of branches, leaves, bark, & sapwood and stand as pure heartwood.
""Magnificent, Master Gotama! Magnificent! Just as if he were to place upright what was overturned, to reveal what was hidden, to show the way to one who was lost, or were to carry a lamp into the dark so that those with eyes could see forms, in the same way has Master Gotama — through many lines of reasoning — made the Dhamma clear. I go to Master Gotama for refuge, to the Dhamma, and to the Sangha of monks. May Master Gotama remember me as a lay follower who has gone to him for refuge, from this day forward, for life.""
See also: AN 4.24; AN 4.42; Mind Like Fire Unbound."
Unknown Title,https://www.accesstoinsight.org/tipitaka/an/an10/an10.080.than.html,"""There are these ten ways of subduing hatred. Which ten?
[1] ""Thinking, 'He has done me harm. But what should I expect?' one subdues hatred.
[2] ""Thinking, 'He is doing me harm. But what should I expect?' one subdues hatred.
[3] ""Thinking, 'He is going to do me harm. But what should I expect?' one subdues hatred.
[4] ""Thinking, 'He has done harm to people who are dear & pleasing to me. But what should I expect?' one subdues hatred.
[5] ""Thinking, 'He is doing harm to people who are dear & pleasing to me. But what should I expect?' one subdues hatred.
[6] ""Thinking, 'He is going to do harm to people who are dear & pleasing to me. But what should I expect?' one subdues hatred.
[7] ""Thinking, 'He has aided people who are not dear or pleasing to me. But what should I expect?' one subdues hatred.
[8] ""Thinking, 'He is aiding people who are not dear or pleasing to me. But what should I expect?' one subdues hatred.
[9] ""Thinking, 'He is going to aid people who are not dear or pleasing to me. But what should I expect?' one subdues hatred.
[10] ""One does not get worked up over impossibilities.
""These are ten ways of subduing hatred."""
Unknown Title,https://www.accesstoinsight.org/tipitaka/an/an05/an05.161.nymo.html,"""Bhikkhus, there are these five ways of removing annoyance, by which annoyance can be entirely removed by a bhikkhu when it arises in him. What are the five?
""Loving-kindness can be maintained in being toward a person with whom you are annoyed: this is how annoyance with him can be removed.
""Compassion can be maintained in being toward a person with whom you are annoyed; this too is how annoyance with him can be removed.
""Onlooking equanimity can be maintained in being toward a person with whom you are annoyed; this too is how annoyance with him can be removed.
""The forgetting and ignoring of a person with whom you are annoyed can be practiced; this too is how annoyance with him can be removed.
""Ownership of deeds in a person with whom you are annoyed can be concentrated upon thus: 'This good person is owner of his deeds, heir to his deeds, his deeds are the womb from which he is born, his deeds are his kin for whom he is responsible, his deeds are his refuge, he is heir to his deeds, be they good or bad.' This too is how annoyance with him can be removed.
""These are the five ways of removing annoyance, by which annoyance can be entirely removed in a bhikkhu when it arises in him.""
See also:
AN 5.162"
Unknown Title,https://www.accesstoinsight.org/tipitaka/an/an05/an05.161.than.html,"""There are these five ways of subduing hatred by which, when hatred arises in a monk, he should wipe it out completely. Which five?
""When one gives birth to hatred for an individual, one should develop good will for that individual. Thus the hatred for that individual should be subdued.
""When one gives birth to hatred for an individual, one should develop compassion for that individual. Thus the hatred for that individual should be subdued.
""When one gives birth to hatred for an individual, one should develop equanimity toward that individual. Thus the hatred for that individual should be subdued.
""When one gives birth to hatred for an individual, one should pay him no mind & pay him no attention. Thus the hatred for that individual should be subdued.
""When one gives birth to hatred for an individual, one should direct one's thoughts to the fact of his being the product of his actions: 'This venerable one is the doer of his actions, heir to his actions, born of his actions, related by his actions, and has his actions as his arbitrator. Whatever action he does, for good or for evil, to that will he fall heir.' Thus the hatred for that individual should be subdued.
""These are five ways of subduing hatred by which, when hatred arises in a monk, he should wipe it out completely.""
See also:
AN 5.162"
